epoch,box,cls,obj,kpt,Recall,Precision,mAP@50,F1,mAP
364,1.160,0.558,1.239,0.196,0.490,0.796,0.554,0.606,0.271
365,1.164,0.565,1.238,0.194,0.490,0.796,0.554,0.606,0.271
366,1.127,0.552,1.222,0.197,0.490,0.797,0.554,0.607,0.271
367,1.130,0.550,1.207,0.198,0.490,0.797,0.554,0.606,0.271
368,1.130,0.544,1.211,0.196,0.489,0.798,0.554,0.606,0.271
369,1.159,0.559,1.264,0.196,0.489,0.798,0.554,0.606,0.271
370,1.161,0.563,1.244,0.196,0.489,0.798,0.555,0.606,0.271
371,1.106,0.544,1.222,0.198,0.490,0.798,0.555,0.607,0.271
372,1.167,0.565,1.268,0.190,0.489,0.798,0.555,0.607,0.271
373,1.183,0.570,1.277,0.193,0.490,0.798,0.555,0.607,0.271
374,1.182,0.567,1.282,0.194,0.489,0.799,0.555,0.607,0.271
375,1.157,0.555,1.253,0.197,0.490,0.798,0.555,0.607,0.271
376,1.123,0.548,1.230,0.192,0.489,0.798,0.554,0.607,0.271
377,1.145,0.555,1.231,0.193,0.489,0.796,0.554,0.606,0.271
378,1.147,0.556,1.251,0.197,0.489,0.798,0.554,0.607,0.271
379,1.147,0.555,1.238,0.196,0.489,0.798,0.554,0.606,0.271
380,1.155,0.564,1.230,0.191,0.488,0.798,0.554,0.606,0.271
381,1.109,0.543,1.217,0.198,0.488,0.798,0.554,0.606,0.272
382,1.145,0.558,1.229,0.191,0.489,0.798,0.554,0.606,0.272
383,1.144,0.554,1.244,0.193,0.490,0.797,0.554,0.606,0.272
384,1.163,0.564,1.258,0.193,0.490,0.797,0.554,0.606,0.272
385,1.147,0.562,1.235,0.191,0.490,0.796,0.554,0.606,0.272
386,1.101,0.542,1.200,0.198,0.490,0.795,0.554,0.606,0.272
387,1.129,0.549,1.231,0.196,0.491,0.794,0.554,0.607,0.272
388,1.156,0.558,1.250,0.191,0.491,0.794,0.554,0.607,0.271
389,1.154,0.560,1.241,0.196,0.491,0.794,0.554,0.606,0.271
390,1.136,0.550,1.217,0.194,0.491,0.795,0.554,0.607,0.271
391,1.102,0.542,1.192,0.190,0.491,0.796,0.554,0.607,0.271
392,1.134,0.554,1.263,0.197,0.491,0.795,0.554,0.607,0.271
393,1.128,0.549,1.223,0.192,0.490,0.796,0.554,0.607,0.271
394,1.153,0.562,1.242,0.193,0.491,0.795,0.555,0.607,0.271
395,1.154,0.564,1.265,0.194,0.490,0.795,0.554,0.606,0.271
396,1.137,0.555,1.245,0.195,0.490,0.795,0.555,0.607,0.271
397,1.156,0.559,1.244,0.193,0.490,0.795,0.555,0.607,0.271
398,1.113,0.544,1.201,0.192,0.491,0.795,0.555,0.607,0.272
399,1.134,0.553,1.221,0.192,0.490,0.796,0.555,0.607,0.271
400,1.123,0.549,1.237,0.194,0.491,0.796,0.555,0.607,0.272
401,1.149,0.556,1.219,0.188,0.491,0.796,0.555,0.607,0.272
402,1.137,0.556,1.218,0.190,0.491,0.796,0.555,0.607,0.272
403,1.126,0.546,1.228,0.195,0.491,0.796,0.555,0.607,0.272
404,1.197,0.578,1.273,0.194,0.490,0.798,0.555,0.607,0.272
405,1.186,0.568,1.278,0.194,0.490,0.797,0.554,0.607,0.272
406,1.125,0.549,1.209,0.198,0.490,0.797,0.554,0.607,0.272
407,1.171,0.560,1.265,0.195,0.491,0.796,0.554,0.607,0.272
408,1.146,0.560,1.231,0.196,0.490,0.797,0.554,0.607,0.272
409,1.123,0.544,1.234,0.194,0.491,0.795,0.554,0.607,0.272
410,1.112,0.546,1.206,0.192,0.491,0.795,0.555,0.607,0.272
411,1.151,0.557,1.226,0.191,0.491,0.794,0.555,0.607,0.272
412,1.149,0.561,1.230,0.190,0.491,0.794,0.555,0.607,0.272
413,1.141,0.553,1.220,0.197,0.491,0.795,0.555,0.607,0.272
414,1.150,0.558,1.221,0.189,0.490,0.795,0.555,0.607,0.272
415,1.125,0.551,1.220,0.193,0.490,0.796,0.555,0.607,0.272
416,1.142,0.561,1.233,0.191,0.490,0.797,0.555,0.607,0.272
417,1.130,0.552,1.218,0.192,0.491,0.796,0.555,0.607,0.272
418,1.125,0.550,1.207,0.191,0.491,0.796,0.555,0.607,0.273
419,1.163,0.565,1.229,0.190,0.491,0.797,0.555,0.607,0.273
420,1.135,0.561,1.225,0.189,0.491,0.796,0.555,0.607,0.273
421,1.154,0.556,1.229,0.192,0.491,0.797,0.555,0.608,0.273
422,1.149,0.559,1.232,0.191,0.491,0.797,0.556,0.608,0.273
423,1.135,0.548,1.227,0.190,0.491,0.798,0.556,0.608,0.273
424,1.118,0.542,1.226,0.196,0.491,0.798,0.556,0.608,0.273
425,1.108,0.547,1.179,0.196,0.491,0.797,0.556,0.608,0.273
426,1.165,0.560,1.278,0.192,0.491,0.798,0.556,0.608,0.273
427,1.163,0.568,1.258,0.195,0.491,0.797,0.556,0.608,0.273
428,1.120,0.555,1.195,0.190,0.491,0.798,0.556,0.608,0.273
429,1.152,0.555,1.231,0.191,0.491,0.798,0.556,0.608,0.273
430,1.118,0.542,1.204,0.195,0.490,0.797,0.556,0.607,0.273
431,1.107,0.538,1.200,0.190,0.490,0.797,0.556,0.607,0.273
432,1.159,0.562,1.227,0.190,0.490,0.798,0.556,0.607,0.273
433,1.163,0.561,1.247,0.191,0.490,0.796,0.556,0.607,0.273
434,1.142,0.556,1.210,0.191,0.490,0.796,0.556,0.607,0.273
435,1.128,0.544,1.253,0.194,0.491,0.793,0.556,0.607,0.273
436,1.122,0.548,1.199,0.195,0.491,0.795,0.556,0.607,0.273
437,1.101,0.537,1.194,0.195,0.491,0.795,0.556,0.607,0.273
438,1.148,0.561,1.230,0.193,0.491,0.794,0.556,0.607,0.273
439,1.138,0.556,1.221,0.193,0.491,0.795,0.556,0.607,0.273
440,1.115,0.548,1.187,0.190,0.491,0.794,0.556,0.607,0.273
441,1.121,0.551,1.218,0.190,0.491,0.794,0.556,0.607,0.273
442,1.144,0.553,1.226,0.193,0.492,0.795,0.557,0.607,0.273
443,1.136,0.548,1.218,0.193,0.491,0.795,0.556,0.607,0.274
444,1.099,0.537,1.183,0.197,0.491,0.796,0.557,0.607,0.274
445,1.163,0.570,1.241,0.191,0.491,0.795,0.556,0.607,0.274
446,1.166,0.561,1.260,0.196,0.491,0.796,0.556,0.607,0.274
447,1.121,0.550,1.199,0.189,0.491,0.795,0.557,0.607,0.274
448,1.167,0.564,1.269,0.191,0.491,0.795,0.557,0.607,0.274
449,1.155,0.564,1.241,0.192,0.491,0.796,0.557,0.608,0.274
450,1.158,0.560,1.260,0.191,0.491,0.796,0.556,0.607,0.274
451,1.141,0.552,1.235,0.191,0.491,0.797,0.557,0.608,0.274
452,1.150,0.560,1.236,0.189,0.491,0.797,0.557,0.608,0.274
453,1.183,0.578,1.252,0.192,0.491,0.796,0.557,0.608,0.274
454,1.155,0.563,1.228,0.190,0.492,0.797,0.557,0.608,0.274
455,1.156,0.561,1.249,0.191,0.492,0.797,0.557,0.608,0.274
456,1.166,0.563,1.228,0.190,0.492,0.797,0.557,0.608,0.274
457,1.105,0.539,1.180,0.195,0.492,0.796,0.557,0.608,0.274
458,1.105,0.547,1.195,0.190,0.491,0.798,0.557,0.608,0.274
459,1.144,0.555,1.221,0.191,0.491,0.798,0.558,0.608,0.274
460,1.102,0.540,1.167,0.194,0.492,0.798,0.557,0.608,0.274
461,1.082,0.535,1.171,0.190,0.491,0.798,0.557,0.608,0.274
462,1.153,0.560,1.244,0.194,0.491,0.799,0.557,0.608,0.274
463,1.130,0.555,1.192,0.187,0.492,0.797,0.557,0.608,0.274
464,1.174,0.571,1.238,0.190,0.492,0.798,0.558,0.609,0.274
465,1.065,0.528,1.154,0.192,0.492,0.795,0.557,0.608,0.274
466,1.179,0.562,1.282,0.192,0.493,0.796,0.558,0.609,0.274
467,1.163,0.564,1.236,0.193,0.493,0.797,0.558,0.609,0.275
468,1.112,0.546,1.184,0.194,0.493,0.797,0.558,0.609,0.275
469,1.108,0.541,1.180,0.193,0.492,0.798,0.558,0.609,0.275
470,1.173,0.570,1.239,0.189,0.492,0.798,0.558,0.609,0.274
471,1.115,0.547,1.193,0.192,0.492,0.798,0.558,0.609,0.275
472,1.157,0.560,1.234,0.189,0.492,0.798,0.558,0.609,0.275
473,1.094,0.543,1.171,0.192,0.492,0.799,0.558,0.609,0.275
474,1.153,0.562,1.215,0.192,0.492,0.799,0.558,0.609,0.274
475,1.123,0.552,1.201,0.192,0.493,0.797,0.558,0.609,0.275
476,1.154,0.563,1.217,0.191,0.493,0.798,0.558,0.609,0.275
477,1.161,0.568,1.229,0.188,0.493,0.799,0.558,0.610,0.275
478,1.104,0.545,1.196,0.195,0.493,0.799,0.558,0.609,0.275
479,1.101,0.537,1.185,0.189,0.492,0.801,0.558,0.610,0.275
480,1.133,0.550,1.210,0.192,0.492,0.800,0.558,0.610,0.275
481,1.108,0.541,1.189,0.196,0.493,0.800,0.558,0.610,0.274
482,1.173,0.570,1.226,0.186,0.493,0.800,0.558,0.610,0.274
483,1.152,0.561,1.217,0.188,0.492,0.801,0.559,0.610,0.275
484,1.162,0.566,1.214,0.187,0.493,0.800,0.559,0.610,0.275
485,1.145,0.554,1.219,0.190,0.492,0.801,0.559,0.610,0.275
486,1.086,0.537,1.154,0.190,0.492,0.801,0.559,0.610,0.275
487,1.139,0.554,1.240,0.192,0.493,0.798,0.559,0.610,0.275
488,1.123,0.554,1.193,0.189,0.492,0.802,0.559,0.610,0.275
489,1.098,0.542,1.150,0.192,0.493,0.800,0.559,0.610,0.275
490,1.092,0.536,1.170,0.192,0.493,0.800,0.560,0.610,0.275
491,1.110,0.546,1.201,0.189,0.493,0.800,0.559,0.610,0.275
492,1.127,0.558,1.188,0.187,0.493,0.800,0.559,0.610,0.275
493,1.119,0.544,1.202,0.190,0.493,0.800,0.559,0.610,0.275
494,1.125,0.557,1.226,0.190,0.493,0.801,0.559,0.610,0.275
495,1.116,0.548,1.200,0.194,0.493,0.801,0.559,0.610,0.275
496,1.142,0.557,1.210,0.189,0.493,0.801,0.560,0.610,0.275
497,1.134,0.558,1.210,0.189,0.493,0.800,0.560,0.610,0.275
498,1.099,0.541,1.172,0.190,0.494,0.799,0.560,0.611,0.275
499,1.126,0.548,1.198,0.191,0.494,0.798,0.560,0.611,0.275
500,1.126,0.545,1.205,0.192,0.494,0.798,0.560,0.611,0.275
501,1.143,0.560,1.219,0.190,0.494,0.798,0.561,0.611,0.275
502,1.117,0.550,1.168,0.185,0.494,0.799,0.561,0.611,0.275
503,1.140,0.559,1.204,0.184,0.494,0.798,0.560,0.610,0.275
504,1.128,0.551,1.207,0.193,0.494,0.798,0.560,0.610,0.275
505,1.114,0.547,1.173,0.187,0.495,0.797,0.561,0.610,0.275
506,1.141,0.550,1.203,0.191,0.494,0.798,0.561,0.610,0.275
507,1.096,0.543,1.166,0.189,0.495,0.797,0.561,0.610,0.275
508,1.113,0.545,1.186,0.190,0.494,0.798,0.561,0.610,0.275
509,1.091,0.534,1.169,0.188,0.494,0.797,0.561,0.610,0.275
510,1.102,0.543,1.177,0.191,0.495,0.797,0.561,0.610,0.275
511,1.107,0.553,1.160,0.188,0.495,0.797,0.561,0.610,0.276
512,1.182,0.572,1.233,0.187,0.494,0.799,0.561,0.611,0.276
513,1.136,0.554,1.209,0.191,0.494,0.798,0.561,0.611,0.276
514,1.146,0.561,1.207,0.186,0.495,0.798,0.561,0.611,0.276
515,1.161,0.568,1.223,0.186,0.495,0.798,0.561,0.611,0.276
516,1.128,0.555,1.199,0.187,0.494,0.799,0.561,0.611,0.276
517,1.112,0.553,1.188,0.189,0.495,0.798,0.561,0.611,0.276
518,1.122,0.551,1.188,0.190,0.495,0.798,0.561,0.611,0.276
519,1.122,0.553,1.195,0.190,0.495,0.798,0.561,0.611,0.276
520,1.176,0.572,1.234,0.184,0.495,0.798,0.561,0.611,0.276
521,1.132,0.557,1.199,0.186,0.495,0.798,0.561,0.611,0.276
522,1.105,0.545,1.166,0.189,0.495,0.797,0.561,0.611,0.276
523,1.097,0.540,1.166,0.189,0.496,0.797,0.561,0.611,0.276
524,1.145,0.562,1.189,0.189,0.496,0.797,0.561,0.611,0.276
525,1.121,0.555,1.177,0.187,0.496,0.798,0.562,0.612,0.276
526,1.143,0.563,1.203,0.191,0.496,0.797,0.562,0.612,0.276
527,1.138,0.560,1.193,0.189,0.496,0.797,0.562,0.612,0.276
528,1.084,0.540,1.131,0.188,0.496,0.796,0.562,0.612,0.276
529,1.116,0.544,1.219,0.195,0.496,0.798,0.562,0.612,0.276
530,1.117,0.553,1.183,0.186,0.496,0.799,0.562,0.612,0.276
531,1.144,0.559,1.208,0.189,0.496,0.800,0.562,0.612,0.276
532,1.159,0.567,1.208,0.186,0.496,0.800,0.562,0.612,0.276
533,1.090,0.536,1.163,0.189,0.496,0.800,0.562,0.612,0.276
534,1.106,0.545,1.175,0.190,0.496,0.801,0.562,0.613,0.276
535,1.067,0.534,1.123,0.190,0.496,0.801,0.562,0.613,0.276
536,1.101,0.544,1.155,0.189,0.496,0.800,0.562,0.613,0.276
537,1.095,0.541,1.167,0.186,0.496,0.801,0.562,0.612,0.276
538,1.130,0.551,1.191,0.191,0.496,0.800,0.562,0.612,0.276
539,1.159,0.568,1.208,0.185,0.496,0.800,0.562,0.612,0.276
540,1.082,0.537,1.142,0.190,0.496,0.799,0.562,0.612,0.276
541,1.090,0.540,1.146,0.190,0.496,0.799,0.561,0.612,0.276
542,1.144,0.556,1.200,0.188,0.496,0.799,0.561,0.612,0.276
543,1.109,0.547,1.162,0.185,0.496,0.799,0.561,0.612,0.276
544,1.121,0.552,1.207,0.189,0.496,0.798,0.561,0.611,0.276
545,1.124,0.549,1.180,0.189,0.496,0.798,0.561,0.612,0.276
546,1.120,0.552,1.178,0.187,0.496,0.798,0.562,0.612,0.276
547,1.081,0.539,1.135,0.187,0.496,0.798,0.562,0.612,0.277
548,1.096,0.544,1.165,0.188,0.495,0.800,0.562,0.611,0.276
549,1.078,0.538,1.132,0.188,0.495,0.799,0.562,0.611,0.276
550,1.076,0.534,1.129,0.187,0.495,0.800,0.562,0.612,0.277
551,1.099,0.547,1.133,0.186,0.495,0.799,0.562,0.612,0.277
552,1.152,0.562,1.206,0.187,0.496,0.799,0.562,0.612,0.277
553,1.079,0.534,1.146,0.189,0.496,0.799,0.563,0.612,0.277
554,1.132,0.553,1.187,0.185,0.497,0.798,0.563,0.612,0.277
555,1.118,0.551,1.177,0.188,0.497,0.798,0.563,0.612,0.277
556,1.069,0.531,1.119,0.187,0.496,0.800,0.563,0.612,0.277
557,1.118,0.554,1.170,0.188,0.496,0.799,0.563,0.612,0.277
558,1.139,0.560,1.185,0.186,0.496,0.800,0.563,0.612,0.277
559,1.065,0.530,1.124,0.187,0.496,0.800,0.563,0.613,0.277
560,1.124,0.554,1.163,0.184,0.496,0.800,0.563,0.612,0.277
561,1.116,0.559,1.166,0.186,0.496,0.801,0.563,0.612,0.277
562,1.101,0.547,1.161,0.185,0.496,0.801,0.563,0.613,0.277
563,1.070,0.532,1.127,0.187,0.496,0.800,0.563,0.613,0.277
564,1.103,0.546,1.154,0.188,0.496,0.802,0.563,0.613,0.277
565,1.099,0.540,1.162,0.190,0.496,0.802,0.563,0.613,0.277
566,1.110,0.544,1.181,0.189,0.496,0.802,0.563,0.613,0.277
567,1.107,0.541,1.173,0.188,0.496,0.802,0.563,0.613,0.277
568,1.114,0.555,1.171,0.185,0.495,0.803,0.563,0.613,0.277
569,1.087,0.542,1.134,0.185,0.496,0.803,0.564,0.613,0.277
570,1.099,0.545,1.131,0.183,0.496,0.803,0.563,0.613,0.277
571,1.094,0.547,1.154,0.187,0.496,0.803,0.563,0.613,0.277
572,1.071,0.541,1.118,0.188,0.496,0.803,0.564,0.613,0.278
573,1.114,0.552,1.195,0.189,0.496,0.803,0.564,0.614,0.278
574,1.137,0.561,1.171,0.182,0.496,0.804,0.564,0.614,0.278
575,1.139,0.560,1.188,0.187,0.497,0.804,0.563,0.614,0.277
576,1.126,0.552,1.164,0.186,0.497,0.803,0.563,0.614,0.277
577,1.120,0.553,1.170,0.185,0.496,0.804,0.563,0.614,0.277
578,1.099,0.551,1.149,0.188,0.496,0.804,0.563,0.613,0.277
579,1.114,0.551,1.134,0.188,0.496,0.804,0.563,0.613,0.277
580,1.110,0.558,1.151,0.181,0.496,0.804,0.563,0.614,0.277
581,1.139,0.561,1.190,0.186,0.497,0.803,0.563,0.614,0.277
582,1.124,0.552,1.154,0.184,0.496,0.803,0.563,0.614,0.278
583,1.125,0.551,1.169,0.186,0.497,0.803,0.563,0.614,0.278
584,1.126,0.557,1.154,0.186,0.497,0.803,0.563,0.614,0.278
585,1.127,0.552,1.170,0.187,0.496,0.805,0.563,0.614,0.278
586,1.093,0.546,1.133,0.183,0.496,0.805,0.563,0.614,0.277
587,1.073,0.528,1.134,0.189,0.496,0.807,0.563,0.614,0.278
588,1.083,0.544,1.131,0.186,0.496,0.807,0.564,0.614,0.278
589,1.064,0.537,1.116,0.188,0.496,0.806,0.564,0.614,0.278
590,1.082,0.547,1.111,0.179,0.497,0.805,0.564,0.614,0.278
591,1.085,0.549,1.125,0.185,0.497,0.806,0.564,0.614,0.278
592,1.082,0.537,1.111,0.182,0.496,0.806,0.564,0.614,0.278
593,1.106,0.548,1.138,0.185,0.497,0.805,0.564,0.614,0.278
594,1.047,0.531,1.096,0.186,0.497,0.805,0.564,0.614,0.278
595,1.103,0.545,1.141,0.183,0.496,0.805,0.564,0.614,0.278
596,1.074,0.540,1.108,0.182,0.496,0.805,0.564,0.614,0.278
597,1.087,0.540,1.119,0.183,0.497,0.805,0.564,0.614,0.278
598,1.095,0.546,1.135,0.185,0.497,0.805,0.564,0.614,0.278
599,1.066,0.537,1.102,0.183,0.496,0.805,0.564,0.614,0.278
600,1.104,0.541,1.130,0.183,0.497,0.804,0.564,0.614,0.278
